fecha,game_id,liga,local,visita,goles_local,goles_visita,xg_local,xg_visita,npxg_local,npxg_visita,tiros_local,tiros_visita,sot_local,sot_visita,cuota_h,cuota_d,cuota_a
2026-08-28,32247,bundesliga,Bayern Munich,Stuttgart,5,1,4.07897,1.24951,4.07897,1.24951,21,11,9,4,1.22,7.0,10.0
2026-08-29,32252,bundesliga,Dortmund,Hamburg,2,0,1.31287,1.10643,1.31287,1.10643,20,8,6,3,1.3,5.75,9.0
2026-08-29,32758,bundesliga,Elversberg,Leverkusen,3,2,1.40032,2.61527,1.40032,2.61527,11,21,6,4,5.0,4.5,1.57
2026-08-29,32249,bundesliga,FC Koln,Hoffenheim,3,2,2.31412,1.92317,2.31412,1.16539,18,15,6,4,2.88,3.75,2.25
2026-08-29,32251,bundesliga,Mainz,Paderborn,0,0,1.54945,0.691131,1.54945,0.691131,21,10,4,0,1.65,4.0,5.0
2026-08-29,32250,bundesliga,RB Leipzig,M'gladbach,3,0,3.76496,1.23375,3.76496,1.23375,25,15,11,4,1.57,4.5,5.25
2026-08-29,32248,bundesliga,Union Berlin,Ein Frankfurt,3,3,2.28332,2.1189,2.28332,2.1189,19,12,10,3,2.6,3.6,2.6
2026-08-30,32254,bundesliga,Augsburg,Schalke 04,3,0,5.53649,1.83691,5.53649,1.83691,24,11,13,5,2.15,3.7,3.1
2026-08-30,32253,bundesliga,Freiburg,Werder Bremen,4,1,2.38503,0.948636,2.38503,0.948636,19,9,5,3,1.91,3.6,4.0
2026-09-04,32255,bundesliga,Stuttgart,FC Koln,4,1,3.5224,2.85818,3.5224,2.85818,22,18,8,5,1.48,5.0,5.5
2026-09-05,32257,bundesliga,Leverkusen,Union Berlin,4,0,3.39215,0.249852,3.39215,0.249852,21,5,10,0,1.44,4.75,6.25
2026-09-05,32759,bundesliga,M'gladbach,Elversberg,3,4,2.88776,3.03199,2.88776,3.03199,25,14,6,10,1.9,3.75,3.8
2026-09-05,32258,bundesliga,Hoffenheim,Dortmund,2,3,2.16627,2.02481,2.16627,2.02481,18,11,6,4,2.88,3.9,2.2
2026-09-05,32259,bundesliga,Paderborn,Freiburg,0,1,0.733133,1.1716,0.733133,1.1716,14,16,3,5,3.6,3.6,1.95
2026-09-05,32260,bundesliga,Schalke 04,Bayern Munich,0,0,0.25073,2.0536,0.25073,2.0536,4,15,1,5,15.0,7.5,1.17
2026-09-05,32256,bundesliga,Werder Bremen,RB Leipzig,3,1,0.854137,1.58161,0.854137,1.58161,12,19,7,5,4.33,4.0,1.73
2026-09-06,32262,bundesliga,Ein Frankfurt,Augsburg,1,4,2.51037,1.44545,2.51037,1.44545,22,17,8,7,1.91,3.9,3.6
2026-09-06,32261,bundesliga,Hamburg,Mainz,0,5,0.257239,3.27983,0.257239,3.27983,8,17,1,8,2.88,3.5,2.4
2026-09-11,32263,bundesliga,Union Berlin,Schalke 04,1,3,1.91756,3.21809,1.91756,3.21809,20,19,8,10,2.45,3.5,2.8
2026-09-12,32267,bundesliga,Augsburg,Leverkusen,2,2,0.842513,1.88606,0.842513,1.88606,8,30,5,5,4.1,4.1,1.8
2026-09-12,32268,bundesliga,Dortmund,Paderborn,3,0,3.14526,0.311097,3.14526,0.311097,14,10,8,0,1.25,6.5,10.0
2026-09-12,32269,bundesliga,FC Koln,Werder Bremen,1,1,1.61333,1.18178,0.855558,1.18178,15,14,6,5,2.05,3.8,3.3
2026-09-12,32264,bundesliga,Freiburg,M'gladbach,5,0,2.1488,0.268308,2.1488,0.268308,19,5,9,0,1.67,4.33,4.5
2026-09-12,32265,bundesliga,Hoffenheim,Stuttgart,2,1,2.95745,2.66977,2.95745,2.66977,20,16,8,5,2.35,4.0,2.63
2026-09-12,32266,bundesliga,Mainz,Ein Frankfurt,1,3,2.24195,2.15926,1.34557,2.15926,18,11,5,5,1.95,4.0,3.4
2026-09-13,32760,bundesliga,Elversberg,Bayern Munich,1,2,1.02972,3.06035,1.02972,3.06035,5,28,1,6,13.0,9.0,1.17
2026-09-13,32270,bundesliga,RB Leipzig,Hamburg,5,0,2.4682,0.508374,2.4682,0.508374,19,10,6,4,1.36,5.0,8.0
2026-09-18,32271,bundesliga,Bayern Munich,Union Berlin,7,0,4.1308,0.471553,3.37302,0.471553,23,3,15,2,1.04,19.0,29.0
2026-09-19,32272,bundesliga,M'gladbach,Mainz,3,4,3.0902,3.46968,1.57465,3.46968,21,17,7,8,3.0,3.7,2.2
2026-09-19,32273,bundesliga,Ein Frankfurt,Freiburg,2,2,2.08323,2.93158,2.08323,2.93158,10,22,3,7,2.4,3.9,2.63
2026-09-19,32274,bundesliga,Hamburg,FC Koln,2,1,2.07655,2.15949,2.07655,2.15949,12,18,7,5,2.7,3.6,2.45
2026-09-19,32276,bundesliga,Stuttgart,Dortmund,0,1,0.666049,2.11223,0.666049,2.11223,12,13,5,2,2.4,3.75,2.75
2026-09-19,32275,bundesliga,Werder Bremen,Augsburg,3,2,2.30122,0.742238,2.30122,0.742238,20,7,11,4,2.3,3.8,2.8
2026-09-20,32277,bundesliga,Leverkusen,RB Leipzig,2,0,2.54515,0.929998,2.54515,0.929998,18,12,6,3,1.95,4.2,3.25
2026-09-20,32278,bundesliga,Paderborn,Hoffenheim,3,1,1.34065,1.67256,1.34065,1.67256,13,23,5,2,4.33,4.5,1.67
2026-09-20,32761,bundesliga,Schalke 04,Elversberg,0,0,1.26962,0.795372,1.26962,0.795372,13,11,1,1,2.0,3.7,3.5
