fecha,game_id,liga,local,visita,goles_local,goles_visita,xg_local,xg_visita,npxg_local,npxg_visita,tiros_local,tiros_visita,sot_local,sot_visita,cuota_h,cuota_d,cuota_a
2025-10-19,30280,bundesliga,Freiburg,Ein Frankfurt,2,2,1.12896,0.772638,1.12896,0.772638,12,8,5,3,2.5,3.5,2.7
2025-10-19,30284,bundesliga,St Pauli,Hoffenheim,0,3,0.871968,1.79103,0.871968,1.79103,10,14,2,5,2.5,3.4,2.8
2025-10-24,30295,bundesliga,Werder Bremen,Union Berlin,1,0,1.1444,0.487613,1.1444,0.487613,16,12,3,2,2.25,3.6,2.9
2025-10-25,30287,bundesliga,Augsburg,RB Leipzig,0,6,0.639182,2.69438,0.639182,2.69438,15,15,2,8,3.2,3.9,2.05
2025-10-25,30290,bundesliga,Dortmund,FC Koln,1,0,2.09125,0.70563,2.09125,0.70563,27,5,9,0,1.44,5.25,6.5
2025-10-25,30289,bundesliga,M'gladbach,Bayern Munich,0,3,0.757777,2.65026,0.0,2.65026,1,27,0,11,10.0,6.5,1.22
2025-10-25,30291,bundesliga,Ein Frankfurt,St Pauli,2,0,2.42632,0.519973,2.42632,0.519973,10,9,6,1,1.67,4.2,4.5
2025-10-25,30292,bundesliga,Hamburg,Wolfsburg,0,1,2.40547,0.695528,1.57532,0.695528,27,6,6,2,2.35,3.5,2.9
2025-10-25,30293,bundesliga,Hoffenheim,Heidenheim,3,1,2.4278,0.902315,2.4278,0.902315,14,12,7,3,1.57,4.5,5.25
2025-10-26,30288,bundesliga,Leverkusen,Freiburg,2,0,2.46787,0.542897,2.46787,0.542897,19,10,4,3,1.83,3.9,4.0
2025-10-26,30294,bundesliga,Stuttgart,Mainz,2,1,1.66805,1.40956,1.66805,0.651781,19,13,8,2,1.75,4.0,4.33
2025-10-31,30296,bundesliga,Augsburg,Dortmund,0,1,0.969501,0.588196,0.969501,0.588196,9,5,1,1,5.0,4.5,1.57
2025-11-01,30297,bundesliga,Bayern Munich,Leverkusen,3,0,2.28295,0.382774,2.28295,0.382774,18,7,4,1,1.22,7.0,9.5
2025-11-01,30299,bundesliga,Heidenheim,Ein Frankfurt,1,1,0.831882,1.22406,0.831882,1.22406,9,16,4,3,3.6,4.0,1.9
2025-11-01,30300,bundesliga,Mainz,Werder Bremen,1,1,1.90161,0.880505,1.90161,0.880505,10,5,5,3,1.95,3.9,3.5
2025-11-01,30301,bundesliga,RB Leipzig,Stuttgart,3,1,1.73471,1.0701,1.73471,1.0701,16,14,9,4,1.95,3.9,3.5
2025-11-01,30302,bundesliga,St Pauli,M'gladbach,0,4,0.804394,3.6262,0.804394,3.6262,16,15,4,11,2.15,3.5,3.3
2025-11-01,30303,bundesliga,Union Berlin,Freiburg,0,0,1.34842,1.16519,1.34842,1.16519,11,13,2,4,2.5,3.3,2.75
2025-11-02,30298,bundesliga,FC Koln,Hamburg,4,1,3.87376,1.19296,3.87376,1.19296,23,11,10,5,2.1,3.7,3.2
2025-11-02,30304,bundesliga,Wolfsburg,Hoffenheim,2,3,1.40117,1.74291,1.40117,1.74291,12,10,6,4,2.75,3.9,2.3
2025-11-07,30313,bundesliga,Werder Bremen,Wolfsburg,2,1,1.69456,0.676326,1.69456,0.676326,20,7,7,4,2.15,3.6,3.1
2025-11-08,30305,bundesliga,Leverkusen,Heidenheim,6,0,3.90142,0.063377,3.90142,0.063377,25,1,10,0,1.4,5.0,6.5
2025-11-08,30306,bundesliga,M'gladbach,FC Koln,3,1,2.46206,2.15818,0.946505,1.4004,9,19,4,5,2.2,3.6,3.1
2025-11-08,30309,bundesliga,Hamburg,Dortmund,1,1,0.419878,1.42582,0.419878,1.42582,9,17,3,1,4.33,4.2,1.7
2025-11-08,30310,bundesliga,Hoffenheim,RB Leipzig,3,1,1.92349,1.56187,1.92349,1.56187,12,17,4,5,2.6,3.9,2.4
